customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4067-IHESJ,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,81.34,5642.84,Yes
8542-VSJLV,Female,0,No,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.3,467.15,No
3173-YWLBD,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,99.35,143.66,Yes
4284-RKCYW,Female,0,Yes,No,62,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),76.67,4496.41,No
1838-MROJP,Male,0,Yes,Yes,50,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),61.01,2896.58,No
3419-AGZQP,Male,0,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),91.16,6203.61,No
7295-GZQFW,Female,1,Yes,Yes,11,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),74.63,796.42,Yes
5308-DGWBQ,Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.04,1525.29,No
7767-PSKBW,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),105.16,7212.23,No
7098-OMODP,Male,0,No,No,33,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),75.67,2373.14,No
3250-VRYRW,Female,1,No,No,0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),110.38,110.38,Yes
0647-DLZWV,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.0,18.0,Yes
4364-UOQRE,Female,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.42,652.13,No
2133-TTSML,Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.0,1337.12,No
6843-BBEWJ,Female,0,No,No,37,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),100.16,3598.7,No
9864-ZJJFS,Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,79.15,687.78,Yes
4700-GNUUQ,Female,0,No,No,32,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),84.06,2486.03,No
8049-YTHFK,Female,0,No,No,13,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,62.08,830.88,Yes
2310-MNXAK,Female,0,No,No,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,101.18,4290.98,Yes
0399-FYAGZ,Female,0,Yes,No,71,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,73.46,4967.28,No
4763-TFVYE,Female,0,Yes,No,60,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),81.82,4720.34,No
7415-YSAAM,Male,0,No,No,50,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Mailed check,74.79,3644.68,Yes
2942-IHCYM,Male,0,Yes,No,46,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,82.3,3574.98,Yes
5633-LMBUX,Female,0,No,Yes,15,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,85.07,1219.37,No
6652-UMQWI,Male,0,Yes,Yes,64,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.33,6607.55,No
0122-XGVJJ,Male,0,Yes,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,991.08,No
3801-DSQEG,Female,0,No,No,17,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,73.07,1150.84,No
1456-QGDHM,Male,1,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,501.98,Yes
3584-LDXID,Male,1,Yes,No,47,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.19,3660.3,No
2741-JYSLR,Male,0,Yes,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,92.93,1785.9,Yes
0726-QAOIO,Female,0,Yes,Yes,2,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,87.09,195.65,Yes
7252-MLTAU,Male,0,No,Yes,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21.85,1570.96,No
0096-VRPNR,Male,1,Yes,No,0,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,92.72,92.72,Yes
6017-VBGDR,Female,0,Yes,No,58,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),92.29,4987.69,Yes
5887-SCREN,Male,0,No,Yes,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,96.4,154.7,No
3638-LBKNV,Female,1,No,No,2,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),110.72,134.7,Yes
6356-DOXYA,Male,1,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.0,727.2,No
6894-LRJFL,Female,0,Yes,No,51,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),87.18,4155.95,No
6119-OLZQD,Female,0,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),75.61,222.97,No
6826-GWBFR,Female,1,Yes,No,21,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Credit card (automatic),76.66,1503.92,Yes
5921-LONFR,Male,1,No,Yes,60,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),78.05,4466.47,No
4122-VVJSC,Female,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),77.51,3420.08,No
0671-DJGXQ,Male,1,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),100.57,133.97,No
3524-JIMSU,Male,0,Yes,No,66,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Electronic check,76.51,4850.44,No
7537-CCDYE,Male,0,No,Yes,4,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,72.65,337.31,No
7527-LYHMD,Male,0,No,No,67,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Electronic check,92.48,5909.92,No
5037-QCQIB,Female,0,No,No,3,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),116.54,348.63,Yes
8313-KZVOK,Female,0,Yes,Yes,57,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),103.82,5595.73,No
6229-LXETG,Female,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.69,811.69,Yes
6884-MLMXJ,Male,0,No,Yes,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,1128.02,Yes
0875-PMCCX,Female,1,No,Yes,66,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,72.54,4624.84,No
4964-XJJTB,Male,0,No,No,45,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,65.58,2744.17,No
2761-FITYB,Male,0,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,87.02,5887.09,No
1866-QMKFW,Female,1,No,No,47,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,104.3,4678.62,No
5515-TYOQH,Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.32,1353.96,No
4030-VROEG,Male,1,Yes,No,36,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),69.98,2361.37,No
1554-ESJOJ,Male,0,Yes,No,4,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Credit card (automatic),65.66,303.58,No
1605-FCBBM,Female,1,No,No,5,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),98.81,415.26,Yes
8464-GMTXZ,Female,0,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,24.64,1519.99,No
9694-FEWBU,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.14,60.2,No
9285-ZSGDC,Male,1,No,No,60,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,74.72,4324.4,No
7305-ZKAUG,Male,0,Yes,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.22,149.51,Yes
5131-ACCGA,Female,1,Yes,Yes,7,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),74.51,419.32,No
8532-SBRLJ,Male,0,Yes,Yes,53,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,82.64,4169.75,No
4811-FJRLD,Male,0,Yes,Yes,52,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,102.4,5081.26,Yes
5405-PQCJE,Female,0,No,No,72,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),83.91,5773.12,No
9495-LZHEO,Female,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,125.35,8601.29,No
0423-OMXPW,Male,0,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),108.69,6413.09,No
4155-ZZFNY,Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,74.91,2003.59,Yes
7704-GFUHS,Female,0,Yes,No,45,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Electronic check,92.62,4037.06,No
5473-HZNRY,Female,1,Yes,No,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,91.22,970.79,No
8995-PDTMV,Female,0,No,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.54,1255.91,No
4566-IHPFP,Female,0,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.98,191.1,No
5408-IYXMZ,Female,0,No,No,0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,72.33,72.33,No
2076-EJGJD,Male,0,Yes,No,2,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),87.1,87.1,Yes
8918-IUAWJ,Female,0,No,No,14,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,57.46,728.87,No
9385-CFZFU,Female,0,Yes,Yes,55,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,77.34,4036.49,Yes
1991-WBLVE,Male,1,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.46,829.21,No
3673-AAQAU,Female,0,No,No,7,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,94.42,535.89,Yes
3826-KXVLM,Male,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,96.31,5260.09,No
9079-CXDPH,Female,0,No,Yes,6,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,89.0,581.52,Yes
0258-BKAOZ,Male,0,No,No,30,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,No,Electronic check,69.47,2010.35,No
2342-MJKRB,Male,0,Yes,No,68,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,75.33,4866.14,No
6891-WGGCL,Female,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0, ,Yes
6090-EPOBI,Female,0,Yes,No,33,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),68.07,2132.8,No
6331-UDMAX,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),72.45,72.45,Yes
2538-WYPZS,Male,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.0,872.31,No
0425-XKMTE,Female,0,Yes,No,7,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,90.99,637.3,No
4333-DTURR,Male,0,No,Yes,62,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Credit card (automatic),81.08,4903.04,No
8151-UDLGO,Male,0,No,Yes,38,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,93.13,3252.08,No
6594-QPSIN,Male,0,Yes,No,50,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Electronic check,73.82,3435.64,Yes
0413-PNNAC,Female,0,Yes,No,0,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Credit card (automatic),71.83,71.83,No
9692-TBSIS,Male,0,No,Yes,14,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),123.76,1667.85,No
4136-NWLCE,Female,0,Yes,No,4,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),80.53,297.33,No
0999-KQEMJ,Male,0,No,No,8,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,77.36,595.45,Yes
8003-DRIYR,Male,1,Yes,No,29,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),58.27,1501.98,No
8579-ODRRY,Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.75,1423.47,No
0622-RJFMJ,Female,0,Yes,No,56,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.88,1063.62,No
1939-PYYFM,Female,0,No,No,3,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Mailed check,105.41,271.38,No
3603-EHLBL,Male,0,Yes,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,24.76,24.76,Yes
4548-JACRL,Male,0,Yes,No,63,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),99.14,5907.05,No
2988-ZBCND,Female,0,Yes,No,30,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,No,Mailed check,69.12,1915.77,No
8262-WWIBV,Male,0,Yes,No,16,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),94.34,1422.98,No
8114-ZJLJX,Female,0,Yes,Yes,40,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,92.08,3436.52,No
8146-FVWCM,Male,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,85.57,5790.92,Yes
2987-UFKZQ,Female,0,Yes,Yes,54,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),108.84,5610.78,Yes
9031-KGBZR,Female,0,No,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,1099.33,No
4373-NLVUR,Male,0,No,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.75,1158.14,Yes
7188-STHYS,Female,0,No,No,8,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,116.32,861.13,Yes
4726-HZSRJ,Female,1,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,114.88,580.34,Yes
6802-ESAOP,Female,0,Yes,No,72,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,91.79,6393.4,Yes
6697-EJUEQ,Female,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.18,1544.61,No
9450-KWAKR,Female,0,Yes,No,59,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),67.97,3765.38,No
1496-AZPAQ,Male,0,No,Yes,42,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,85.4,3436.68,No
5105-NRFJX,Female,0,No,Yes,3,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,95.06,274.85,Yes
1879-QWZFN,Male,0,No,No,72,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),96.2,6589.27,No
5559-GLCNV,Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,86.7,1189.37,Yes
2667-RYMUI,Male,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,91.1,6257.55,No
9468-OTBYM,Female,0,No,Yes,15,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),69.83,985.15,No
1291-CFCJX,Male,1,No,Yes,36,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),92.07,3117.73,Yes
5602-CRGIT,Female,1,Yes,Yes,6,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,96.48,507.82,No
4283-EARLM,Female,0,No,Yes,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,103.01,7009.04,No
8147-CVDKW,Male,0,Yes,Yes,28,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,78.05,2077.01,No
9259-IKPJQ,Male,0,Yes,Yes,63,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,98.11,5827.44,No
2176-BFSHZ,Male,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,28.56,137.09,Yes
2980-UCVZR,Female,1,No,No,67,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,104.93,6631.5,Yes
8564-YAUJF,Male,0,Yes,Yes,36,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),77.76,2647.94,No
6307-ZTCLG,Female,0,Yes,No,38,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,75.4,2791.25,No
1756-EIUKE,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.33,18.33,No
2017-AGNES,Female,0,Yes,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,873.36,No
6817-ICBGE,Female,0,Yes,No,14,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,55.36,737.44,No
4943-MUTFT,Male,0,No,No,31,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),77.48,2210.97,No
1818-ZFIYC,Female,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.79,1010.02,No
0024-MSLPY,Female,0,No,Yes,55,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,71.41,3727.64,Yes
8224-BVGMY,Male,1,No,No,35,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,83.22,2822.08,Yes
5243-EXHVA,Male,0,No,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.83,348.59,No
7713-PRTLM,Male,0,No,No,39,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,89.29,3371.83,No
9687-POLIH,Male,0,No,No,55,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),52.86,2760.85,No
1611-ODQEV,Male,0,No,No,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,45.44,No
8971-QRGDZ,Female,0,No,No,1,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),103.73,103.73,No
4629-RWUNO,Female,0,No,No,19,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Mailed check,77.8,1404.73,No
0084-QWYKQ,Female,0,No,No,58,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,99.64,5601.13,No
9324-GXMRW,Female,1,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),27.19,27.19,Yes
0671-IAVQS,Male,0,Yes,No,68,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),71.22,4629.82,No
5274-BTYDJ,Male,1,Yes,No,4,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),74.63,368.01,Yes
9749-QPGPC,Female,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,62.02,327.95,Yes
9720-URKDP,Female,1,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,97.35,6728.17,No
0857-TYBIU,Female,0,Yes,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,26.21,1509.39,No
5235-GAWAE,Female,0,Yes,No,27,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,105.46,2693.65,No
5198-NZVGN,Female,0,No,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,92.69,6346.65,No
9790-NHDZP,Male,0,Yes,No,71,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),68.42,4678.2,No
7583-RNREZ,Female,0,Yes,No,62,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),81.98,4829.38,Yes
8273-VJVSU,Female,0,No,Yes,4,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,69.88,240.22,Yes
2063-WSLOK,Female,0,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),22.8,1049.44,No
4419-LBTOT,Female,0,Yes,Yes,65,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,91.06,5653.18,No
3515-WZSKX,Male,0,Yes,No,4,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.85,354.64,Yes
1741-WRNVJ,Male,0,Yes,Yes,36,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,85.66,2951.49,No
2822-UGNXK,Female,0,No,No,5,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),83.53,328.35,No
6849-KOSPV,Female,1,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,616.86,Yes
4316-MEDNH,Male,0,No,No,72,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),53.79,3672.38,No
8822-EUZRA,Male,0,No,No,48,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),78.54,3548.69,No
7200-KBFVN,Male,0,Yes,No,3,No,No phone service,DSL,No,Yes,No,No,Yes,No,Two year,No,Electronic check,58.83,155.51,No
2311-OWQGN,Female,0,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),22.31,1121.63,No
0527-FRXEX,Female,0,No,Yes,39,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),61.46,2233.6,No
7517-OOKVV,Female,0,No,No,60,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),89.26,5026.59,Yes
7018-KHGWU,Female,0,Yes,No,70,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),79.24,5238.62,No
1592-TJRNR,Female,0,Yes,No,72,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,71.72,5000.35,No
7795-MUHDD,Female,0,Yes,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,21.89,174.4,No
4001-HGOZY,Female,0,Yes,No,30,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),85.05,2418.66,No
4167-GGNUR,Female,0,No,Yes,3,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),106.01,319.2,No
5391-LPYGF,Female,0,Yes,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.99,880.41,No
